FID,sample_id,sample_date,indicator,value,unit,site,state,latitude,longitude,licence,authority,treatment,population,scale,description,location_type,GEOM
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-619f,19993,2015-04-30,Surfactants (MBAS),0.49,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-619e,19995,2015-10-31,Surfactants (MBAS),0.57,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-619d,19997,2015-01-31,E-coli,24000,org/100mL,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-619c,19999,2015-01-31,pH,7.4,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-619b,20001,2015-03-31,pH,7.23,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-619a,19992,2015-01-31,Surfactants (MBAS),0.46,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6199,19994,2015-07-31,Surfactants (MBAS),0.66,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6198,19996,2015-12-31,Surfactants (MBAS),0.49,mg/L,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6197,19998,2015-07-31,E-coli,0,org/100mL,Alkimos,Western Australia,-31.6168,115.6243,L8434/2010/1,Water Corporation,Advanced secondary,"~80,000",20 ML/day,"Alkimos ocean outfall accommodates one wastewater treatment plant (Alkimos) and supports the area of Perth north-west suburbs. Approximately 20 ML of treated effluent is discharged daily into the Indian Ocean of 20 m depth, at a distance 3.7 km west of the shoreline, where it is rapidly diluted through a 300 m long diffuser.",Ocean,POINT (115.624254 -31.61679)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6196,20000,2015-02-28,pH,7.04,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6195,20003,2015-05-31,pH,6.89,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6194,20005,2015-07-31,pH,7.7,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6193,20007,2015-09-30,pH,7.31,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6192,20009,2015-11-30,pH,7.45,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6191,20002,2015-04-30,pH,7.06,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6190,20004,2015-06-30,pH,7.22,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-618f,20006,2015-08-31,pH,7.38,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-618e,20008,2015-10-31,pH,7.25,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-618d,20011,2015-01-31,Total Dissolved Solids,710,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-618c,20013,2015-01-31,Total Suspended Solids,15,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-618b,20015,2015-03-31,Total Suspended Solids,10.4,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-618a,20017,2015-05-31,Total Suspended Solids,15.6,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6189,20010,2015-12-31,pH,7.36,pH,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6188,20012,2015-07-31,Total Dissolved Solids,610,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
NESP_NationalOutfallDatabase.fid-3c2f61dc_188a1fc583c_-6187,20014,2015-02-28,Total Suspended Solids,13.3,mg/L,Beenyup,Western Australia,-31.7631,115.7116,L7882/1991/14,Water Corporation,Advanced secondary,"~660,000",135 ML/day,"Ocean Reef outfall accommodates one wastewater treatment plant (Benyuup) and serves the area of Perth northern suburbs from North Whitfords, Hamersley, and Burns Beach. Approximately 116 ML of treated effluent of secondary treatment wastewater is discharged daily to the sea through the two outlets at Ocean Reef. The outlets are 1.65 km (Outlet A) and 1.85 km (Outlet B) in length and located in 10 m of water.",Ocean,POINT (115.711619 -31.763111)
